320	624.0	624	624	1177.0	1177	1177
323	666.0	666	666	1029.0	1029	1029
325	559.0	559	559	1018.0	1018	1018
326	591.0	591	591	1223.0	1223	1223
327	702.0	702	702	995.0	995	995
328	699.0	699	699	1167.0	1167	1167
331	638.0	638	638	758.0	758	758
332	629.333333333	659	603	1218.33333333	1337	1146
335	617.0	617	617	1185.0	1185	1185
337	614.5	623	606	919.5	1160	679
342	662.0	662	662	1251.0	1251	1251
344	601.0	601	601	607.0	607	607
346	610.0	610	610	1008.0	1008	1008
350	674.0	674	674	1498.0	1498	1498
359	674.0	674	674	1316.0	1316	1316
364	621.0	651	591	786.5	805	768
403	772.0	772	772	1350.0	1350	1350
375	832.0	832	832	1318.0	1318	1318
379	638.0	638	638	827.0	827	827
380	708.0	747	669	1234.5	1390	1079
383	690.0	690	690	1144.0	1144	1144
384	634.0	634	634	715.0	715	715
388	797.0	797	797	899.0	899	899
389	659.0	682	636	740.5	746	735
392	817.0	817	817	1454.0	1454	1454
399	843.0	843	843	1685.0	1685	1685
401	874.0	874	874	974.0	974	974
2115	9819.0	9819	9819	11095.0	11095	11095
407	772.0	772	772	690.0	690	690
413	878.0	878	878	932.0	932	932
418	851.0	851	851	1633.0	1633	1633
428	773.0	779	767	1153.5	1438	869
430	852.0	901	803	914.0	963	865
440	886.0	886	886	1175.0	1175	1175
441	1067.0	1067	1067	1617.0	1617	1617
2493	14342.0	14342	14342	14616.0	14616	14616
448	878.0	878	878	1203.0	1203	1203
466	929.0	929	929	863.0	863	863
477	1053.0	1053	1053	1742.0	1742	1742
488	838.0	838	838	993.0	993	993
503	939.0	939	939	1129.0	1129	1129
513	936.0	936	936	1176.0	1176	1176
515	1101.0	1144	1057	1422.33333333	2271	966
526	1023.0	1023	1023	1153.0	1153	1153
529	1175.0	1175	1175	1123.0	1123	1123
546	1149.0	1149	1149	1247.0	1247	1247
559	1169.0	1169	1169	1441.0	1441	1441
565	1214.0	1242	1186	1456.5	1607	1306
576	1204.0	1204	1204	1152.0	1152	1152
580	1378.0	1378	1378	1339.0	1339	1339
581	1178.0	1178	1178	1591.0	1591	1591
590	1365.0	1365	1365	1094.0	1094	1094
628	1383.0	1383	1383	1265.0	1265	1265
630	1387.0	1387	1387	1485.0	1485	1485
661	1649.0	1649	1649	1188.0	1188	1188
675	1653.0	1653	1653	1709.0	1709	1709
678	1352.0	1352	1352	1847.0	1847	1847
697	1754.0	1754	1754	1418.0	1418	1418
769	2373.0	2373	2373	1729.0	1729	1729
795	2269.0	2269	2269	2029.0	2029	2029
833	1887.0	1887	1887	2281.0	2281	2281
916	2316.0	2316	2316	2527.0	2527	2527
918	2435.0	2435	2435	2184.0	2184	2184
927	2273.0	2273	2273	2602.0	2602	2602
931	2612.0	2612	2612	2452.0	2452	2452
935	2598.0	2598	2598	3020.0	3020	3020
3015	33006.0	33006	33006	26822.0	26822	26822
989	2932.0	2932	2932	3272.0	3272	3272
991	2629.0	2629	2629	2712.0	2712	2712
1062	2907.0	2907	2907	3070.0	3070	3070
1065	3263.0	3263	3263	3040.0	3040	3040
1066	3014.0	3014	3014	2810.0	2810	2810
3121	27882.0	27882	27882	27230.0	27230	27230
1082	2998.0	2998	2998	2934.0	2934	2934
1105	3412.0	3412	3412	2920.0	2920	2920
1274	4113.0	4113	4113	3396.0	3396	3396
1293	3984.0	3984	3984	3590.0	3590	3590
2273	12688.0	12688	12688	12034.0	12034	12034
1423	4912.0	4912	4912	5833.0	5833	5833
1427	5584.0	5584	5584	4938.0	4938	4938
1446	4387.0	4387	4387	5336.0	5336	5336
1467	5118.0	5118	5118	5631.0	5631	5631
1500	5405.0	5405	5405	5244.0	5244	5244
1535	6694.0	6694	6694	6389.0	6389	6389
1545	5356.0	5356	5356	5281.0	5281	5281
1590	6151.0	6151	6151	6337.0	6337	6337
1667	6568.0	6568	6568	7617.0	7617	7617
1800	7926.0	7926	7926	8406.0	8406	8406
1808	7164.0	7164	7164	7951.0	7951	7951
1955	9483.0	9483	9483	8906.0	8906	8906
2046	9924.0	9924	9924	10775.0	10775	10775
